city,year,metric,source_name,source_url,source_file,notes
Chongqing,2024,house_price,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/6/2024/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,third-party mirror; verify against official source
Chongqing,2024,job_posting_count,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,baseline from 51job graduate survey; entry_salary=monthly_median×12; job_posting_count from Zhaopin keyword search
Chongqing,2024,listed_company_count,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,A-share companies registered in Chongqing
Chongqing,2024,population,City statistical communique,http://tjj.cq.gov.cn/zwgk_233/fdzdgknr/tjxx/sjzl_55471/tjgb_55472/202503/t20250326_14443791_wap.html,,
Chongqing,2024,rd_expenditure,2024 Chongqing communique,http://tjj.cq.gov.cn/zwgk_233/fdzdgknr/tjxx/sjzl_55471/tjgb_55472/202503/t20250326_14443791_wap.html,,科学技术支出 from Chongqing municipal fiscal budget
Chongqing,2024,rent_monthly,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024; snapshot_year=2021
Chongqing,2024,tertiary_value,City statistical communique,http://tjj.cq.gov.cn/zwgk_233/fdzdgknr/tjxx/sjzl_55471/tjgb_55472/202503/t20250326_14443791_wap.html,,
Chongqing,2024,weighted_university_score,"Ministry of Education university list (quality-weighted, 2025)",https://www.moe.gov.cn/,,
Chongqing,2025,disposable_income,2025 Chongqing statistical communique,https://www.cq.gov.cn/zwgk/zfxxgkzl/fdzdgknr/tjxx/tjgb/202603/t20260326_15568523.html,,全市居民人均可支配收入41580元
Chongqing,2025,entry_salary,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024
Chongqing,2025,gdp_per_capita,2025 Chongqing statistical communique,https://www.cq.gov.cn/zwgk/zfxxgkzl/fdzdgknr/tjxx/tjgb/202603/t20260326_15568523.html,,全年人均地区生产总值达到105874元
Chongqing,2025,gdp_total,City statistical communique,http://tjj.cq.gov.cn/zwgk_233/fdzdgknr/tjxx/sjzl_55471/tjgb_55472/202603/t20260326_15568538_wap.html,,
Chongqing,2025,high_tech_company_count,Torch Center trend projection,,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/high_tech_companies_by_city.csv,Torch Center national growth trend projection
Chongqing,2025,house_price,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/6/2025/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,third-party mirror; verify against official source
Chongqing,2025,job_posting_count,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024
Chongqing,2025,listed_company_count,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,A-share companies registered in Chongqing
Chongqing,2025,population,2025 Chongqing statistical communique,https://www.cq.gov.cn/zwgk/zfxxgkzl/fdzdgknr/tjxx/tjgb/202603/t20260326_15568523.html,,年末全市常住人口3187.26万人
Chongqing,2025,rd_expenditure,2025 Chongqing communique,http://tjj.cq.gov.cn/zwgk_233/fdzdgknr/tjxx/sjzl_55471/tjgb_55472/202603/t20260326_15568538_wap.html,,科学技术支出 from Chongqing municipal fiscal budget
Chongqing,2025,rent_monthly,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024; snapshot_year=2021
Chongqing,2025,tertiary_value,City statistical communique,http://tjj.cq.gov.cn/zwgk_233/fdzdgknr/tjxx/sjzl_55471/tjgb_55472/202603/t20260326_15568538_wap.html,,
Chongqing,2025,weighted_university_score,"Ministry of Education university list (quality-weighted, 2025)",https://www.moe.gov.cn/,,
Guangzhou,2020,population,Guangzhou 2020 population scale release,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qtgb/content/post_8540228.html,,Official Guangzhou Statistics Bureau population release
Guangzhou,2021,disposable_income,2021 Guangzhou statistical communique,https://www.gz.gov.cn/zwgk/sjfb/tjgb/content/post_8156569.html,,Official Guangzhou government page
Guangzhou,2021,entry_salary,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024
Guangzhou,2021,gdp_per_capita,2021 Guangzhou statistical communique,https://www.gz.gov.cn/zwgk/sjfb/tjgb/content/post_8156569.html,,Official page links original DOC; value from official communique excerpt/search result
Guangzhou,2021,gdp_total,2021 Guangzhou statistical communique,https://www.gz.gov.cn/zwgk/sjfb/tjgb/content/post_8156569.html,,Official page links original DOC; value from official communique excerpt/search result
Guangzhou,2021,high_tech_company_count,广州市科技局 (interpolation 2020-2022),https://www.cnbayarea.org.cn/city/guangzhou/zxdt/content/post_1046964.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/high_tech_companies_by_city.csv,interpolated from adjacent years with official data
Guangzhou,2021,house_price,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/3770/2021/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,third-party mirror; verify against official source
Guangzhou,2021,job_posting_count,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024
Guangzhou,2021,listed_company_count,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,A-share companies registered in Guangzhou
Guangzhou,2021,population,2021 Guangzhou statistical communique,https://www.gz.gov.cn/zwgk/sjfb/tjgb/content/post_8156569.html,,Official page links original DOC; value from official communique excerpt and corroborating materials
Guangzhou,2021,rd_expenditure,2021 Guangzhou communique,https://www.gz.gov.cn/zwgk/sjfb/tjgb/content/post_8156569.html,,科学技术支出 from Guangzhou municipal fiscal budget
Guangzhou,2021,rent_monthly,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024; snapshot_year=2021
Guangzhou,2021,weighted_university_score,"Ministry of Education university list (quality-weighted, 2025)",https://www.moe.gov.cn/,,
Guangzhou,2022,disposable_income,2022 Guangzhou statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_8972753.html,,Official Guangzhou Statistics Bureau page
Guangzhou,2022,entry_salary,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024
Guangzhou,2022,gdp_per_capita,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_8972753.html,,
Guangzhou,2022,gdp_total,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_8972753.html,,
Guangzhou,2022,high_tech_company_count,广州市科技局 (1.23万家),https://www.cnbayarea.org.cn/city/guangzhou/zxdt/content/post_1046964.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/high_tech_companies_by_city.csv,
Guangzhou,2022,house_price,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/3770/2022/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,third-party mirror; verify against official source
Guangzhou,2022,job_posting_count,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024
Guangzhou,2022,listed_company_count,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,A-share companies registered in Guangzhou
Guangzhou,2022,population,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_8972753.html,,
Guangzhou,2022,rd_expenditure,2022 Guangzhou communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_8972753.html,,科学技术支出 from Guangzhou municipal fiscal budget
Guangzhou,2022,rent_monthly,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024; snapshot_year=2021
Guangzhou,2022,tertiary_value,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_8972753.html,,
Guangzhou,2022,weighted_university_score,"Ministry of Education university list (quality-weighted, 2025)",https://www.moe.gov.cn/,,
Guangzhou,2023,disposable_income,2023 Guangzhou statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_9567759.html,,Official Guangzhou Statistics Bureau page
Guangzhou,2023,entry_salary,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024
Guangzhou,2023,gdp_per_capita,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_9567759.html,,
Guangzhou,2023,gdp_total,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_9567759.html,,
Guangzhou,2023,high_tech_company_count,广州市科技局 (1.3万家),https://www.gz.gov.cn/zwfw/zxfw/kjcy/content/post_10211737.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/high_tech_companies_by_city.csv,
Guangzhou,2023,house_price,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/3770/2023/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,third-party mirror; verify against official source
Guangzhou,2023,job_posting_count,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024
Guangzhou,2023,listed_company_count,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,A-share companies registered in Guangzhou
Guangzhou,2023,population,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_9567759.html,,
Guangzhou,2023,rd_expenditure,2023 Guangzhou communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_9567759.html,,科学技术支出 from Guangzhou municipal fiscal budget
Guangzhou,2023,rent_monthly,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024; snapshot_year=2021
Guangzhou,2023,tertiary_ratio,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_9567759.html,,
Guangzhou,2023,weighted_university_score,"Ministry of Education university list (quality-weighted, 2025)",https://www.moe.gov.cn/,,
Guangzhou,2024,disposable_income,2024 Guangzhou statistical communique,https://www.gz.gov.cn/zwgk/sjfb/tjgb/content/post_10203564.html,,Official Guangzhou government page
Guangzhou,2024,entry_salary,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,baseline from 51job graduate survey; entry_salary=monthly_median×12; job_posting_count from Zhaopin keyword search
Guangzhou,2024,gdp_per_capita,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_10203416.html,,
Guangzhou,2024,gdp_total,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_10203416.html,,
Guangzhou,2024,high_tech_company_count,Torch Center trend projection,,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/high_tech_companies_by_city.csv,Torch Center national growth trend projection
Guangzhou,2024,house_price,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/3770/2024/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,third-party mirror; verify against official source
Guangzhou,2024,job_posting_count,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,baseline from 51job graduate survey; entry_salary=monthly_median×12; job_posting_count from Zhaopin keyword search
Guangzhou,2024,listed_company_count,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,A-share companies registered in Guangzhou
Guangzhou,2024,population,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_10203416.html,,
Guangzhou,2024,rd_expenditure,2024 Guangzhou communique,https://www.gz.gov.cn/zwgk/sjfb/tjgb/content/post_10203564.html,,科学技术支出 from Guangzhou municipal fiscal budget
Guangzhou,2024,rent_monthly,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024; snapshot_year=2021
Guangzhou,2024,tertiary_ratio,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_10203416.html,,
Guangzhou,2024,weighted_university_score,"Ministry of Education university list (quality-weighted, 2025)",https://www.moe.gov.cn/,,
Guangzhou,2025,disposable_income,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_10800227.html,,
Guangzhou,2025,entry_salary,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024
Guangzhou,2025,gdp_per_capita,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_10800227.html,,
Guangzhou,2025,gdp_total,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_10800227.html,,
Guangzhou,2025,high_tech_company_count,Torch Center trend projection,,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/high_tech_companies_by_city.csv,Torch Center national growth trend projection
Guangzhou,2025,house_price,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/3770/2025/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,third-party mirror; verify against official source
Guangzhou,2025,job_posting_count,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024
Guangzhou,2025,listed_company_count,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,A-share companies registered in Guangzhou
Guangzhou,2025,population,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_10800227.html,,
Guangzhou,2025,rd_expenditure,2025 Guangzhou communique,https://www.gz.gov.cn/zwgk/sjfb/tjgb/content/post_10800227.html,,科学技术支出 from Guangzhou municipal fiscal budget
Guangzhou,2025,rent_monthly,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024; snapshot_year=2021
Guangzhou,2025,tertiary_ratio,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_10800227.html,,
Guangzhou,2025,weighted_university_score,"Ministry of Education university list (quality-weighted, 2025)",https://www.moe.gov.cn/,,
Hangzhou,2020,population,Hangzhou seventh census main data,https://zh.wikipedia.org/wiki/%E4%B8%AD%E5%9C%8B%E5%9C%B0%E7%B4%9A%E5%B8%82%E4%BA%BA%E5%9D%87%E5%9C%B0%E5%8D%80%E7%94%9F%E7%94%A2%E7%B8%BD%E5%80%BC%E5%88%97%E8%A1%A8,,Public census-derived city population table
Hangzhou,2021,disposable_income,City statistical communique,https://tjgb.hongheiku.com/djs/25516.html,,third-party mirror; verify against official source
Hangzhou,2021,entry_salary,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024
Hangzhou,2021,gdp_per_capita,City statistical communique,https://tjgb.hongheiku.com/djs/25516.html,,third-party mirror; verify against official source
Hangzhou,2021,gdp_total,City statistical communique,https://tjgb.hongheiku.com/djs/25516.html,,third-party mirror; verify against official source
Hangzhou,2021,high_tech_company_count,杭州市政府 (有效数达10222家),https://www.hangzhou.gov.cn/art/2023/1/31/art_1229591749_59073204.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/high_tech_companies_by_city.csv,
Hangzhou,2021,house_price,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/3759/2021/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,third-party mirror; verify against official source
Hangzhou,2021,job_posting_count,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024
Hangzhou,2021,listed_company_count,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,A-share companies registered in Hangzhou
Hangzhou,2021,population,City statistical communique,https://tjgb.hongheiku.com/djs/25516.html,,third-party mirror; verify against official source
Hangzhou,2021,rd_expenditure,2021 Hangzhou communique,https://tjgb.hongheiku.com/djs/25516.html,,"Hongheiku mirror of Hangzhou communique, 科学技术支出"
Hangzhou,2021,rent_monthly,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024; snapshot_year=2021
Hangzhou,2021,tertiary_ratio,City statistical communique,https://tjgb.hongheiku.com/djs/25516.html,,third-party mirror; verify against official source
Hangzhou,2021,weighted_university_score,"Ministry of Education university list (quality-weighted, 2025)",https://www.moe.gov.cn/,,
Hangzhou,2022,disposable_income,City statistical communique,https://tjgb.hongheiku.com/djs/37237.html,,third-party mirror; verify against official source
Hangzhou,2022,entry_salary,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024
Hangzhou,2022,gdp_per_capita,City statistical communique,https://tjgb.hongheiku.com/djs/37237.html,,third-party mirror; verify against official source
Hangzhou,2022,gdp_total,City statistical communique,https://tjgb.hongheiku.com/djs/37237.html,,third-party mirror; verify against official source
Hangzhou,2022,high_tech_company_count,杭州市科技局 (interpolation),https://www.hangzhou.gov.cn/art/2023/12/29/art_812266_59091605.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/high_tech_companies_by_city.csv,interpolated from adjacent years with official data
Hangzhou,2022,house_price,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/3759/2022/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,third-party mirror; verify against official source
Hangzhou,2022,job_posting_count,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024
Hangzhou,2022,listed_company_count,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,A-share companies registered in Hangzhou
Hangzhou,2022,population,City statistical communique,https://tjgb.hongheiku.com/djs/37237.html,,third-party mirror; verify against official source
Hangzhou,2022,rd_expenditure,2022 Hangzhou communique,https://tjgb.hongheiku.com/djs/37237.html,,"Hongheiku mirror of Hangzhou communique, 科学技术支出"
Hangzhou,2022,rent_monthly,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024; snapshot_year=2021
Hangzhou,2022,tertiary_ratio,City statistical communique,https://tjgb.hongheiku.com/djs/37237.html,,third-party mirror; verify against official source
Hangzhou,2022,weighted_university_score,"Ministry of Education university list (quality-weighted, 2025)",https://www.moe.gov.cn/,,
Hangzhou,2023,disposable_income,City statistical communique,https://tjgb.hongheiku.com/djs/45617.html,,third-party mirror; verify against official source
Hangzhou,2023,entry_salary,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024
Hangzhou,2023,gdp_per_capita,City statistical communique,https://tjgb.hongheiku.com/djs/45617.html,,third-party mirror; verify against official source
Hangzhou,2023,gdp_total,City statistical communique,https://tjgb.hongheiku.com/djs/45617.html,,third-party mirror; verify against official source
Hangzhou,2023,high_tech_company_count,杭州市政府 (超1.5万家),https://www.hangzhou.gov.cn/art/2024/12/26/art_812262_59107004.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/high_tech_companies_by_city.csv,
Hangzhou,2023,house_price,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/3759/2023/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,third-party mirror; verify against official source
Hangzhou,2023,job_posting_count,Zhaopin Q4 salary report + CIER index trend estimation,https://www.zhaopin.com/; http://ier.ruc.edu.cn/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,year-specific estimate; entry_salary adjusted by Zhaopin Q4 YoY change rate; job_posting_count adjusted by CIER index trend; baseline_year=2024
Hangzhou,2023,listed_company_count,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,A-share companies registered in Hangzhou
Hangzhou,2023,population,City statistical communique,https://tjgb.hongheiku.com/djs/45617.html,,third-party mirror; verify against official source
Hangzhou,2023,rd_expenditure,2023 Hangzhou communique,https://tjgb.hongheiku.com/djs/45617.html,,"Hongheiku mirror of Hangzhou communique, 科学技术支出"
