city,year,metric,value,status,severity,rule_type,detail,source_url,is_official_source,extraction_method,recommended_action
Hangzhou,2023,gdp_per_capita,161129.0,SUSPICIOUS,MEDIUM,source,Hangzhou 2023 gdp_per_capita: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/45617.html); extraction_method=regex_or_ocr,https://tjgb.hongheiku.com/djs/45617.html,False,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Hangzhou,2023,house_price,25713.416666666668,SUSPICIOUS,LOW,source,Hangzhou 2023 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/3759/2023/),https://fangjia.gotohui.com/years/3759/2023/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Hangzhou,2023,innovation_index,255.3,SUSPICIOUS,MEDIUM,source,Hangzhou 2023 innovation_index: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/45617.html),https://tjgb.hongheiku.com/djs/45617.html,True,manual_web,verify_official: check if source_url is from statistics bureau / government official source
Hangzhou,2023,population,12376000.000000002,SUSPICIOUS,MEDIUM,source,Hangzhou 2023 population: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/45617.html); extraction_method=regex_or_ocr,https://tjgb.hongheiku.com/djs/45617.html,False,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Hangzhou,2024,disposable_income,76777.0,SUSPICIOUS,MEDIUM,source,Hangzhou 2024 disposable_income: extraction_method=regex_or_ocr,https://hznews.hangzhou.com.cn/chengshi/content/2025-03/20/content_8929189_0.htm,True,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Hangzhou,2024,gdp_per_capita,173867.0,SUSPICIOUS,LOW,tier,Hangzhou(Tier2) gdp_per_capita=173867 > Tier 1 min 164171 (2024),https://hznews.hangzhou.com.cn/chengshi/content/2025-03/20/content_8929189_0.htm,True,regex_or_ocr,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Hangzhou,2024,gdp_per_capita,173867.0,SUSPICIOUS,MEDIUM,source,Hangzhou 2024 gdp_per_capita: extraction_method=regex_or_ocr,https://hznews.hangzhou.com.cn/chengshi/content/2025-03/20/content_8929189_0.htm,True,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Hangzhou,2024,house_price,26986.833333333332,SUSPICIOUS,LOW,source,Hangzhou 2024 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/3759/2024/),https://fangjia.gotohui.com/years/3759/2024/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Hangzhou,2024,population,12624000.0,SUSPICIOUS,MEDIUM,source,Hangzhou 2024 population: extraction_method=regex_or_ocr,https://hznews.hangzhou.com.cn/chengshi/content/2025-03/20/content_8929189_0.htm,True,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Hangzhou,2025,disposable_income,80017.0,SUSPICIOUS,MEDIUM,source,Hangzhou 2025 disposable_income: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/69708.html); extraction_method=regex_or_ocr,https://tjgb.hongheiku.com/djs/69708.html,False,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Hangzhou,2025,gdp_per_capita,181732.0,SUSPICIOUS,LOW,tier,Hangzhou(Tier2) gdp_per_capita=181732 > Tier 1 min 168279 (2025),https://finance.sina.com.cn/wm/2026-04-30/doc-inhwftwn6277500.shtml,False,manual_web,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Hangzhou,2025,house_price,27944.25,SUSPICIOUS,LOW,source,Hangzhou 2025 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/3759/2025/),https://fangjia.gotohui.com/years/3759/2025/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Harbin,2021,disposable_income,42745.0,SUSPICIOUS,LOW,tier,Harbin(Tier3) disposable_income=42745 > Tier 2 min 33803 (2021),https://tjgb.hongheiku.com/djs/29127.html,False,manual_web,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Harbin,2021,disposable_income,42745.0,SUSPICIOUS,MEDIUM,source,Harbin 2021 disposable_income: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/29127.html),https://tjgb.hongheiku.com/djs/29127.html,False,manual_web,verify_official: check if source_url is from statistics bureau / government official source
Harbin,2021,gdp_per_capita,56580.0,SUSPICIOUS,MEDIUM,source,Harbin 2021 gdp_per_capita: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/29127.html); extraction_method=regex_or_ocr,https://tjgb.hongheiku.com/djs/29127.html,False,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Harbin,2021,house_price,11809.083333333334,SUSPICIOUS,LOW,source,Harbin 2021 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/156/2021/),https://fangjia.gotohui.com/years/156/2021/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Harbin,2021,population,9885000.0,SUSPICIOUS,MEDIUM,source,Harbin 2021 population: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/29127.html); extraction_method=regex_or_ocr,https://tjgb.hongheiku.com/djs/29127.html,False,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Harbin,2022,disposable_income,41374.0,SUSPICIOUS,LOW,tier,Harbin(Tier3) disposable_income=41374 > Tier 2 min 35666 (2022),https://www.harbin.gov.cn/haerbin/c104569/202305/730626/files/f0f97fadd18044b2959c96988319862e.pdf,True,manual_web,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Harbin,2022,house_price,12054.75,SUSPICIOUS,LOW,source,Harbin 2022 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/156/2022/),https://fangjia.gotohui.com/years/156/2022/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Harbin,2022,population,9824100.0,SUSPICIOUS,MEDIUM,source,Harbin 2022 population: third-party mirror/reprint (https://www.hongheiku.com/lishishuju/20339.html),https://www.hongheiku.com/lishishuju/20339.html,False,manual_web,verify_official: check if source_url is from statistics bureau / government official source
Harbin,2023,disposable_income,45784.0,SUSPICIOUS,LOW,tier,Harbin(Tier3) disposable_income=45784 > Tier 2 min 37595 (2023),https://tjgb.hongheiku.com/djs/48448.html,False,manual_web,verified: 2023 urban disposable income corrected to 45784 yuan (original 56961 was an extraction error); all-resident value not available
Harbin,2023,disposable_income,45784.0,SUSPICIOUS,LOW,pop_income_inversion,Harbin 2023: population negative growth -0.49% but income growth 10.7%,https://tjgb.hongheiku.com/djs/48448.html,False,manual_web,verified: 2023 urban disposable income corrected to 45784 yuan (original 56961 was an extraction error); all-resident value not available
Harbin,2023,disposable_income,45784.0,SUSPICIOUS,MEDIUM,source,Harbin 2023 disposable_income: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/48448.html),https://tjgb.hongheiku.com/djs/48448.html,False,manual_web,verified: 2023 urban disposable income corrected to 45784 yuan (original 56961 was an extraction error); all-resident value not available
Harbin,2023,house_price,10907.333333333334,SUSPICIOUS,LOW,source,Harbin 2023 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/156/2023/),https://fangjia.gotohui.com/years/156/2023/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Harbin,2023,population,9776000.0,SUSPICIOUS,MEDIUM,source,Harbin 2023 population: third-party mirror/reprint (https://www.hongheiku.com/lishishuju/20340.html),https://www.hongheiku.com/lishishuju/20340.html,False,manual_web,verify_official: check if source_url is from statistics bureau / government official source
Harbin,2024,disposable_income,48216.0,SUSPICIOUS,LOW,tier,Harbin(Tier3) disposable_income=48216 > Tier 2 min 39713 (2024),https://www.harbin.gov.cn/haerbin/c104569/202506/1063449/files/2024%E5%B9%B4%E5%93%88%E5%B0%94%E6%BB%A8%E5%B8%82%E5%9B%BD%E6%B0%91%E7%BB%8F%E6%B5%8E%E5%92%8C%E7%A4%BE%E4%BC%9A%E5%8F%91%E5%B1%95%E7%BB%9F%E8%AE%A1%E5%85%AC%E6%8A%A5.pdf,True,manual_web,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Harbin,2024,house_price,11029.916666666666,SUSPICIOUS,LOW,source,Harbin 2024 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/156/2024/),https://fangjia.gotohui.com/years/156/2024/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Harbin,2024,innovation_index,19.08,SUSPICIOUS,MEDIUM,spike,"Harbin innovation_index: 2023=11.6->2024=19.1 (up 64.6%, threshold 50%)",https://www.harbin.gov.cn/haerbin/c104524/202509/1076387/files/%E5%85%B3%E4%BA%8E2024%E5%B9%B4%E5%B8%82%E6%9C%AC%E7%BA%A7%E5%86%B3%E7%AE%97%E8%8D%89%E6%A1%88%E5%92%8C2025%E5%B9%B4%E4%B8%8A%E5%8D%8A%E5%B9%B4%E9%A2%84%E7%AE%97%E6%89%A7%E8%A1%8C%E6%83%85%E5%86%B5%E7%9A%84%E6%8A%A5%E5%91%8A.pdf,True,manual_web,check_caliber: verify if there is a statistical caliber switch or OCR extraction error
Harbin,2024,population,9858000.0,SUSPICIOUS,MEDIUM,source,Harbin 2024 population: third-party mirror/reprint (https://www.hongheiku.com/shijirenkou/2394.html),https://www.hongheiku.com/shijirenkou/2394.html,True,manual_web,verify_official: check if source_url is from statistics bureau / government official source
Harbin,2025,disposable_income,50065.0,SUSPICIOUS,LOW,tier,Harbin(Tier3) disposable_income=50065 > Tier 2 min 41580 (2025),https://www.harbin.gov.cn/haerbin/c104569/202606/c01_1131268.shtml,True,manual_web,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Harbin,2025,house_price,10571.583333333334,SUSPICIOUS,LOW,source,Harbin 2025 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/156/2025/),https://fangjia.gotohui.com/years/156/2025/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Hefei,2021,disposable_income,46009.0,SUSPICIOUS,MEDIUM,source,Hefei 2021 disposable_income: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/25210.html); extraction_method=regex_or_ocr,https://tjgb.hongheiku.com/djs/25210.html,False,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Hefei,2021,gdp_per_capita,121187.0,SUSPICIOUS,MEDIUM,source,Hefei 2021 gdp_per_capita: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/25210.html); extraction_method=regex_or_ocr,https://tjgb.hongheiku.com/djs/25210.html,False,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Hefei,2021,house_price,15008.083333333334,SUSPICIOUS,LOW,source,Hefei 2021 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/91/2021/),https://fangjia.gotohui.com/years/91/2021/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Hefei,2021,innovation_index,68.2,SUSPICIOUS,MEDIUM,source,Hefei 2021 innovation_index: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/25210.html),https://tjgb.hongheiku.com/djs/25210.html,True,manual_web,verify_official: check if source_url is from statistics bureau / government official source
Hefei,2021,population,9465000.0,SUSPICIOUS,MEDIUM,source,Hefei 2021 population: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/25210.html); extraction_method=regex_or_ocr,https://tjgb.hongheiku.com/djs/25210.html,False,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Hefei,2022,house_price,15302.833333333334,SUSPICIOUS,LOW,source,Hefei 2022 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/91/2022/),https://fangjia.gotohui.com/years/91/2022/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Hefei,2023,house_price,17101.75,SUSPICIOUS,LOW,source,Hefei 2023 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/91/2023/),https://fangjia.gotohui.com/years/91/2023/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Hefei,2024,disposable_income,55832.0,SUSPICIOUS,MEDIUM,source,Hefei 2024 disposable_income: extraction_method=regex_or_ocr,https://www.tjnj.net/newsview.aspx?newsid=20250427155536,False,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Hefei,2024,gdp_per_capita,136063.0,SUSPICIOUS,MEDIUM,source,Hefei 2024 gdp_per_capita: extraction_method=regex_or_ocr,https://www.tjnj.net/newsview.aspx?newsid=20250427155536,False,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Hefei,2024,house_price,18707.166666666668,SUSPICIOUS,LOW,source,Hefei 2024 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/91/2024/),https://fangjia.gotohui.com/years/91/2024/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Hefei,2024,population,10002000.0,SUSPICIOUS,MEDIUM,source,Hefei 2024 population: extraction_method=regex_or_ocr,https://www.tjnj.net/newsview.aspx?newsid=20250427155536,False,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Hefei,2025,house_price,17449.25,SUSPICIOUS,LOW,source,Hefei 2025 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/91/2025/),https://fangjia.gotohui.com/years/91/2025/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Kunming,2021,disposable_income,52523.0,SUSPICIOUS,LOW,tier,Kunming(Tier3) disposable_income=52523 > Tier 2 min 33803 (2021),https://tjgb.hongheiku.com/djs/31057.html,False,regex_or_ocr,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Kunming,2021,disposable_income,52523.0,SUSPICIOUS,MEDIUM,source,Kunming 2021 disposable_income: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/31057.html); extraction_method=regex_or_ocr,https://tjgb.hongheiku.com/djs/31057.html,False,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Kunming,2021,gdp_per_capita,84950.59985885675,SUSPICIOUS,LOW,tier,Kunming(Tier3) gdp_per_capita=84951 > Tier 2 min 83689 (2021),,,,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Kunming,2021,house_price,13160.333333333334,SUSPICIOUS,LOW,source,Kunming 2021 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/284/2021/),https://fangjia.gotohui.com/years/284/2021/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Kunming,2021,population,8502000.0,SUSPICIOUS,MEDIUM,source,Kunming 2021 population: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/31057.html); extraction_method=regex_or_ocr,https://tjgb.hongheiku.com/djs/31057.html,False,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Kunming,2022,disposable_income,53832.0,SUSPICIOUS,LOW,tier,Kunming(Tier3) disposable_income=53832 > Tier 2 min 35666 (2022),https://tjgb.hongheiku.com/djs/39200.html,False,regex_or_ocr,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Kunming,2022,disposable_income,53832.0,SUSPICIOUS,MEDIUM,source,Kunming 2022 disposable_income: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/39200.html); extraction_method=regex_or_ocr,https://tjgb.hongheiku.com/djs/39200.html,False,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Kunming,2022,house_price,13579.916666666666,SUSPICIOUS,LOW,source,Kunming 2022 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/284/2022/),https://fangjia.gotohui.com/years/284/2022/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Kunming,2022,population,8600000.0,SUSPICIOUS,MEDIUM,source,Kunming 2022 population: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/39200.html); extraction_method=regex_or_ocr,https://tjgb.hongheiku.com/djs/39200.html,False,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Kunming,2023,disposable_income,45511.0,SUSPICIOUS,LOW,tier,Kunming(Tier3) disposable_income=45511 > Tier 2 min 37595 (2023),http://www.tjcn.org/tjgb/25yn/37993.html,False,manual_web,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Kunming,2023,disposable_income,45511.0,SUSPICIOUS,MEDIUM,source,Kunming 2023 disposable_income: third-party mirror/reprint (http://www.tjcn.org/tjgb/25yn/37993.html),http://www.tjcn.org/tjgb/25yn/37993.html,False,manual_web,verify_official: check if source_url is from statistics bureau / government official source
Kunming,2023,gdp_per_capita,90821.0,SUSPICIOUS,MEDIUM,source,Kunming 2023 gdp_per_capita: third-party mirror/reprint (http://www.tjcn.org/tjgb/25yn/37993.html),http://www.tjcn.org/tjgb/25yn/37993.html,False,manual_web,verify_official: check if source_url is from statistics bureau / government official source
Kunming,2023,house_price,13860.25,SUSPICIOUS,LOW,source,Kunming 2023 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/284/2023/),https://fangjia.gotohui.com/years/284/2023/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Kunming,2024,disposable_income,47301.0,SUSPICIOUS,LOW,tier,Kunming(Tier3) disposable_income=47301 > Tier 2 min 39713 (2024),https://www.km.gov.cn/c/2025-07-18/5003243.shtml,True,manual_web,verified: 2024 all-resident disposable income corrected to 47301 yuan (urban value was 57444 yuan); see data/raw/quality_notes.md
Kunming,2024,gdp_per_capita,95060.0,SUSPICIOUS,MEDIUM,source,Kunming 2024 gdp_per_capita: extraction_method=regex_or_ocr,https://www.km.gov.cn/c/2025-07-18/5003243.shtml,True,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Kunming,2024,house_price,13368.583333333334,SUSPICIOUS,LOW,source,Kunming 2024 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/284/2024/),https://fangjia.gotohui.com/years/284/2024/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Kunming,2024,population,8687000.0,SUSPICIOUS,MEDIUM,source,Kunming 2024 population: extraction_method=regex_or_ocr,https://www.km.gov.cn/c/2025-07-18/5003243.shtml,True,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Kunming,2025,disposable_income,48754.0,SUSPICIOUS,LOW,tier,Kunming(Tier3) disposable_income=48754 > Tier 2 min 41580 (2025),https://www.kunming.cn/news/c/2026-05-22/14043565.shtml,True,manual_web,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Kunming,2025,house_price,12470.833333333334,SUSPICIOUS,LOW,source,Kunming 2025 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/284/2025/),https://fangjia.gotohui.com/years/284/2025/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Nanchang,2021,disposable_income,50447.0,SUSPICIOUS,LOW,tier,Nanchang(Tier3) disposable_income=50447 > Tier 2 min 33803 (2021),https://tjgb.hongheiku.com/djs/26554.html,False,manual_web,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Nanchang,2021,disposable_income,50447.0,SUSPICIOUS,MEDIUM,source,Nanchang 2021 disposable_income: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/26554.html),https://tjgb.hongheiku.com/djs/26554.html,False,manual_web,verify_official: check if source_url is from statistics bureau / government official source
Nanchang,2021,gdp_per_capita,104788.0,SUSPICIOUS,LOW,tier,Nanchang(Tier3) gdp_per_capita=104788 > Tier 2 min 83689 (2021),https://tjgb.hongheiku.com/djs/26554.html,False,regex_or_ocr,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Nanchang,2021,gdp_per_capita,104788.0,SUSPICIOUS,MEDIUM,source,Nanchang 2021 gdp_per_capita: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/26554.html); extraction_method=regex_or_ocr,https://tjgb.hongheiku.com/djs/26554.html,False,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Nanchang,2021,house_price,12016.916666666666,SUSPICIOUS,LOW,source,Nanchang 2021 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/204/2021/),https://fangjia.gotohui.com/years/204/2021/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Nanchang,2021,population,6437500.0,SUSPICIOUS,MEDIUM,source,Nanchang 2021 population: third-party mirror/reprint (https://tjgb.hongheiku.com/djs/26554.html); extraction_method=regex_or_ocr,https://tjgb.hongheiku.com/djs/26554.html,False,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Nanchang,2022,disposable_income,44422.0,SUSPICIOUS,LOW,tier,Nanchang(Tier3) disposable_income=44422 > Tier 2 min 35666 (2022),http://tjj.nc.gov.cn/ncstjj/flfg/202304/f5b4817f4737428ebc72ca8ae495214f.shtml,True,regex_or_ocr,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Nanchang,2022,disposable_income,44422.0,SUSPICIOUS,MEDIUM,source,Nanchang 2022 disposable_income: extraction_method=regex_or_ocr,http://tjj.nc.gov.cn/ncstjj/flfg/202304/f5b4817f4737428ebc72ca8ae495214f.shtml,True,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Nanchang,2022,gdp_per_capita,111031.0,SUSPICIOUS,LOW,tier,Nanchang(Tier3) gdp_per_capita=111031 > Tier 2 min 88806 (2022),http://tjj.nc.gov.cn/ncstjj/flfg/202304/f5b4817f4737428ebc72ca8ae495214f.shtml,True,regex_or_ocr,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Nanchang,2022,gdp_per_capita,111031.0,SUSPICIOUS,MEDIUM,source,Nanchang 2022 gdp_per_capita: extraction_method=regex_or_ocr,http://tjj.nc.gov.cn/ncstjj/flfg/202304/f5b4817f4737428ebc72ca8ae495214f.shtml,True,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Nanchang,2022,house_price,11595.083333333334,SUSPICIOUS,LOW,source,Nanchang 2022 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/204/2022/),https://fangjia.gotohui.com/years/204/2022/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Nanchang,2022,population,6538099.999999999,SUSPICIOUS,MEDIUM,source,Nanchang 2022 population: extraction_method=regex_or_ocr,http://tjj.nc.gov.cn/ncstjj/flfg/202304/f5b4817f4737428ebc72ca8ae495214f.shtml,True,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Nanchang,2023,disposable_income,46709.0,SUSPICIOUS,LOW,tier,Nanchang(Tier3) disposable_income=46709 > Tier 2 min 37595 (2023),https://www.nc.gov.cn/ncszf/sjfb/202502/4e66745eb31e4ca4bd6bbddc560c9567.shtml,True,manual_web,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Nanchang,2023,gdp_per_capita,113240.30936938584,SUSPICIOUS,LOW,tier,Nanchang(Tier3) gdp_per_capita=113240 > Tier 2 min 92128 (2023),,,,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Nanchang,2023,house_price,11463.25,SUSPICIOUS,LOW,source,Nanchang 2023 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/204/2023/),https://fangjia.gotohui.com/years/204/2023/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Nanchang,2023,population,6568199.999999999,SUSPICIOUS,MEDIUM,source,Nanchang 2023 population: extraction_method=regex_or_ocr,https://www.nc.gov.cn/ncszf/sjfb/202502/4e66745eb31e4ca4bd6bbddc560c9567.shtml,True,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Nanchang,2024,disposable_income,48891.0,SUSPICIOUS,LOW,tier,Nanchang(Tier3) disposable_income=48891 > Tier 2 min 39713 (2024),https://www.nc.gov.cn/ncszf/mjls/201905/6dc73931d792456bb06dbc58121cfa16.shtml,True,regex_or_ocr,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Nanchang,2024,disposable_income,48891.0,SUSPICIOUS,MEDIUM,source,Nanchang 2024 disposable_income: extraction_method=regex_or_ocr,https://www.nc.gov.cn/ncszf/mjls/201905/6dc73931d792456bb06dbc58121cfa16.shtml,True,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Nanchang,2024,gdp_per_capita,116940.06356440391,SUSPICIOUS,LOW,tier,Nanchang(Tier3) gdp_per_capita=116940 > Tier 2 min 100889 (2024),,,,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Nanchang,2024,house_price,11294.333333333334,SUSPICIOUS,LOW,source,Nanchang 2024 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/204/2024/),https://fangjia.gotohui.com/years/204/2024/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Nanchang,2024,population,6670400.0,SUSPICIOUS,MEDIUM,source,Nanchang 2024 population: extraction_method=regex_or_ocr,https://www.nc.gov.cn/ncszf/mjls/201905/6dc73931d792456bb06dbc58121cfa16.shtml,True,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Nanchang,2025,disposable_income,53434.0,SUSPICIOUS,LOW,tier,Nanchang(Tier3) disposable_income=53434 > Tier 2 min 41580 (2025),http://www.nc.gov.cn/ncszf/tjgb2/202604/b6221a4fa0104604bdc4aacaae0f32ba.shtml,True,manual_web,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Nanchang,2025,gdp_per_capita,117843.0,SUSPICIOUS,LOW,tier,Nanchang(Tier3) gdp_per_capita=117843 > Tier 2 min 105308 (2025),https://www.chinamoney.com.cn/dqs/cm-s-notice-query/fileDownLoad.do?contentId=3359222&priority=0&mode=save,False,manual_web,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Nanchang,2025,house_price,10174.0,SUSPICIOUS,LOW,source,Nanchang 2025 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/204/2025/),https://fangjia.gotohui.com/years/204/2025/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Nanjing,2021,disposable_income,66140.0,SUSPICIOUS,MEDIUM,source,Nanjing 2021 disposable_income: extraction_method=regex_or_ocr,https://tjj.nanjing.gov.cn/tjxx/202204/t20220420_3347012.html,True,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Nanjing,2021,gdp_per_capita,174520.0,SUSPICIOUS,LOW,tier,Nanjing(Tier2) gdp_per_capita=174520 > Tier 1 min 150366 (2021),https://tjj.nanjing.gov.cn/tjxx/202204/t20220420_3347012.html,True,regex_or_ocr,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Nanjing,2021,gdp_per_capita,174520.0,SUSPICIOUS,MEDIUM,source,Nanjing 2021 gdp_per_capita: extraction_method=regex_or_ocr,https://tjj.nanjing.gov.cn/tjxx/202204/t20220420_3347012.html,True,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Nanjing,2021,house_price,24505.916666666668,SUSPICIOUS,LOW,source,Nanjing 2021 house_price: third-party mirror/reprint (https://fangjia.gotohui.com/years/78/2021/),https://fangjia.gotohui.com/years/78/2021/,False,web_annual_mean,verify_official: check if source_url is from statistics bureau / government official source
Nanjing,2021,population,9423400.0,SUSPICIOUS,MEDIUM,source,Nanjing 2021 population: extraction_method=regex_or_ocr,https://tjj.nanjing.gov.cn/tjxx/202204/t20220420_3347012.html,True,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Nanjing,2022,disposable_income,69039.0,SUSPICIOUS,MEDIUM,source,Nanjing 2022 disposable_income: extraction_method=regex_or_ocr,https://tjj.nanjing.gov.cn/njstjj/202303/t20230324_3871053.html,True,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
Nanjing,2022,gdp_per_capita,178781.0,SUSPICIOUS,LOW,tier,Nanjing(Tier2) gdp_per_capita=178781 > Tier 1 min 153625 (2022),https://tjj.nanjing.gov.cn/njstjj/202303/t20230324_3871053.html,True,regex_or_ocr,"review: city tier inversion may reflect real economic pattern, not necessarily a data error"
Nanjing,2022,gdp_per_capita,178781.0,SUSPICIOUS,MEDIUM,source,Nanjing 2022 gdp_per_capita: extraction_method=regex_or_ocr,https://tjj.nanjing.gov.cn/njstjj/202303/t20230324_3871053.html,True,regex_or_ocr,verify_official: check if source_url is from statistics bureau / government official source
